 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   7,   projectile: electron
 #  Kinetic energy = 3.70000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  1.525E+01  1.76063E-02  5.99312E-12  3.33385E-12  7.04447E-13  3.91647E-13
  1.550E+01  1.81848E-02  5.79502E-12  3.23606E-12  6.92431E-13  3.86442E-13
  1.575E+01  1.87724E-02  5.60642E-12  3.14255E-12  6.80803E-13  3.81381E-13
  1.600E+01  1.93692E-02  5.42672E-12  3.05310E-12  6.69543E-13  3.76458E-13
  1.625E+01  1.99751E-02  5.25538E-12  2.96745E-12  6.58636E-13  3.71666E-13
  1.650E+01  2.05901E-02  5.09188E-12  2.88540E-12  6.48064E-13  3.67002E-13
  1.675E+01  2.12143E-02  4.93575E-12  2.80675E-12  6.37813E-13  3.62458E-13
  1.700E+01  2.18476E-02  4.78657E-12  2.73130E-12  6.27868E-13  3.58032E-13
  1.725E+01  2.24900E-02  4.64393E-12  2.65889E-12  6.18216E-13  3.53717E-13
  1.750E+01  2.31415E-02  4.50745E-12  2.58934E-12  6.08843E-13  3.49510E-13
  1.775E+01  2.38021E-02  4.37677E-12  2.52252E-12  5.99739E-13  3.45406E-13
  1.800E+01  2.44717E-02  4.25160E-12  2.45827E-12  5.90891E-13  3.41401E-13
  1.825E+01  2.51504E-02  4.13161E-12  2.39646E-12  5.82289E-13  3.37493E-13
  1.850E+01  2.58382E-02  4.01652E-12  2.33698E-12  5.73923E-13  3.33676E-13
  1.875E+01  2.65349E-02  3.90608E-12  2.27970E-12  5.65783E-13  3.29949E-13
  1.900E+01  2.72407E-02  3.80004E-12  2.22451E-12  5.57861E-13  3.26306E-13
  1.925E+01  2.79555E-02  3.69817E-12  2.17132E-12  5.50147E-13  3.22747E-13
  1.950E+01  2.86793E-02  3.60025E-12  2.12002E-12  5.42634E-13  3.19267E-13
  1.975E+01  2.94120E-02  3.50608E-12  2.07053E-12  5.35314E-13  3.15864E-13
