

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 3.70000E+06 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  3.200E+01 3.21798E-24 -4.285E-04 ( 1.382E-12, 1.058E-12) ( 3.459E-13, 2.644E-13)  1.00E-07
  3.250E+01 3.02342E-24 -4.451E-04 ( 1.336E-12, 1.027E-12) ( 3.399E-13, 2.608E-13)  1.00E-07
  3.300E+01 2.84327E-24 -4.620E-04 ( 1.293E-12, 9.971E-13) ( 3.342E-13, 2.572E-13)  1.00E-07
  3.350E+01 2.67625E-24 -4.794E-04 ( 1.251E-12, 9.684E-13) ( 3.286E-13, 2.538E-13)  1.00E-07
  3.400E+01 2.52125E-24 -4.970E-04 ( 1.212E-12, 9.409E-13) ( 3.232E-13, 2.504E-13)  1.00E-07
  3.450E+01 2.37723E-24 -5.154E-04 ( 1.174E-12, 9.146E-13) ( 3.179E-13, 2.471E-13)  1.00E-07
  3.500E+01 2.24328E-24 -5.337E-04 ( 1.138E-12, 8.893E-13) ( 3.128E-13, 2.439E-13)  1.00E-07
  3.550E+01 2.11856E-24 -5.530E-04 ( 1.104E-12, 8.649E-13) ( 3.078E-13, 2.407E-13)  1.00E-07
  3.600E+01 2.00234E-24 -5.716E-04 ( 1.070E-12, 8.416E-13) ( 3.030E-13, 2.377E-13)  1.00E-07
  3.650E+01 1.89390E-24 -5.914E-04 ( 1.039E-12, 8.191E-13) ( 2.983E-13, 2.347E-13)  1.00E-07
  3.700E+01 1.79266E-24 -6.108E-04 ( 1.008E-12, 7.975E-13) ( 2.937E-13, 2.318E-13)  1.00E-07
  3.750E+01 1.69803E-24 -6.312E-04 ( 9.791E-13, 7.767E-13) ( 2.893E-13, 2.289E-13)  1.00E-07
  3.800E+01 1.60951E-24 -6.519E-04 ( 9.511E-13, 7.567E-13) ( 2.849E-13, 2.261E-13)  1.00E-07
  3.850E+01 1.52663E-24 -6.730E-04 ( 9.243E-13, 7.373E-13) ( 2.807E-13, 2.234E-13)  1.00E-07
  3.900E+01 1.44897E-24 -6.944E-04 ( 8.984E-13, 7.187E-13) ( 2.766E-13, 2.207E-13)  1.00E-07
  3.950E+01 1.37614E-24 -7.159E-04 ( 8.736E-13, 7.008E-13) ( 2.726E-13, 2.181E-13)  1.00E-07
  4.000E+01 1.30778E-24 -7.378E-04 ( 8.497E-13, 6.835E-13) ( 2.687E-13, 2.155E-13)  1.00E-07
  4.050E+01 1.24357E-24 -7.600E-04 ( 8.267E-13, 6.667E-13) ( 2.649E-13, 2.130E-13)  1.00E-07
  4.100E+01 1.18321E-24 -7.828E-04 ( 8.046E-13, 6.506E-13) ( 2.612E-13, 2.106E-13)  1.00E-07
  4.150E+01 1.12643E-24 -8.061E-04 ( 7.833E-13, 6.350E-13) ( 2.575E-13, 2.082E-13)  1.00E-07
  4.200E+01 1.07297E-24 -8.297E-04 ( 7.628E-13, 6.199E-13) ( 2.540E-13, 2.058E-13)  1.00E-07
  4.250E+01 1.02261E-24 -8.536E-04 ( 7.430E-13, 6.053E-13) ( 2.505E-13, 2.035E-13)  1.00E-07
  4.300E+01 9.75132E-25 -8.777E-04 ( 7.239E-13, 5.912E-13) ( 2.471E-13, 2.013E-13)  1.00E-07
  4.350E+01 9.30344E-25 -9.020E-04 ( 7.054E-13, 5.776E-13) ( 2.438E-13, 1.991E-13)  1.00E-07
  4.400E+01 8.88064E-25 -9.267E-04 ( 6.877E-13, 5.644E-13) ( 2.406E-13, 1.969E-13)  1.00E-07
  4.450E+01 8.48126E-25 -9.521E-04 ( 6.705E-13, 5.516E-13) ( 2.375E-13, 1.948E-13)  1.00E-07
  4.500E+01 8.10374E-25 -9.780E-04 ( 6.539E-13, 5.392E-13) ( 2.344E-13, 1.927E-13)  1.00E-07
  4.550E+01 7.74670E-25 -1.004E-03 ( 6.379E-13, 5.272E-13) ( 2.314E-13, 1.906E-13)  1.00E-07
  4.600E+01 7.40882E-25 -1.031E-03 ( 6.224E-13, 5.156E-13) ( 2.284E-13, 1.886E-13)  1.00E-07
  4.650E+01 7.08888E-25 -1.057E-03 ( 6.074E-13, 5.043E-13) ( 2.255E-13, 1.866E-13)  1.00E-07
  4.700E+01 6.78576E-25 -1.084E-03 ( 5.929E-13, 4.933E-13) ( 2.227E-13, 1.847E-13)  1.00E-07
  4.750E+01 6.49840E-25 -1.111E-03 ( 5.789E-13, 4.827E-13) ( 2.199E-13, 1.827E-13)  1.00E-07
  4.800E+01 6.22583E-25 -1.139E-03 ( 5.653E-13, 4.724E-13) ( 2.172E-13, 1.809E-13)  1.00E-07
  4.850E+01 5.96715E-25 -1.168E-03 ( 5.521E-13, 4.624E-13) ( 2.145E-13, 1.790E-13)  1.00E-07
  4.900E+01 5.72152E-25 -1.197E-03 ( 5.394E-13, 4.527E-13) ( 2.119E-13, 1.772E-13)  1.00E-07
  4.950E+01 5.48818E-25 -1.226E-03 ( 5.271E-13, 4.432E-13) ( 2.094E-13, 1.754E-13)  1.00E-07
  5.000E+01 5.26639E-25 -1.255E-03 ( 5.151E-13, 4.340E-13) ( 2.069E-13, 1.737E-13)  1.00E-07
  5.050E+01 5.05548E-25 -1.284E-03 ( 5.035E-13, 4.251E-13) ( 2.044E-13, 1.719E-13)  1.00E-07
  5.100E+01 4.85481E-25 -1.314E-03 ( 4.922E-13, 4.164E-13) ( 2.020E-13, 1.702E-13)  1.00E-07
  5.150E+01 4.66379E-25 -1.345E-03 ( 4.813E-13, 4.080E-13) ( 1.996E-13, 1.686E-13)  1.00E-07
  5.200E+01 4.48187E-25 -1.376E-03 ( 4.707E-13, 3.998E-13) ( 1.973E-13, 1.669E-13)  1.00E-07
  5.250E+01 4.30854E-25 -1.408E-03 ( 4.604E-13, 3.918E-13) ( 1.950E-13, 1.653E-13)  1.00E-07
  5.300E+01 4.14333E-25 -1.439E-03 ( 4.504E-13, 3.840E-13) ( 1.928E-13, 1.637E-13)  1.00E-07
  5.350E+01 3.98578E-25 -1.471E-03 ( 4.407E-13, 3.765E-13) ( 1.906E-13, 1.621E-13)  1.00E-07
  5.400E+01 3.83548E-25 -1.503E-03 ( 4.313E-13, 3.691E-13) ( 1.884E-13, 1.606E-13)  1.00E-07
  5.450E+01 3.69203E-25 -1.536E-03 ( 4.221E-13, 3.619E-13) ( 1.863E-13, 1.591E-13)  1.00E-07
  5.500E+01 3.55505E-25 -1.569E-03 ( 4.132E-13, 3.549E-13) ( 1.842E-13, 1.576E-13)  1.00E-07
  5.550E+01 3.42421E-25 -1.603E-03 ( 4.046E-13, 3.481E-13) ( 1.822E-13, 1.561E-13)  1.00E-07
  5.600E+01 3.29917E-25 -1.637E-03 ( 3.962E-13, 3.415E-13) ( 1.802E-13, 1.546E-13)  1.00E-07
  5.650E+01 3.17964E-25 -1.672E-03 ( 3.880E-13, 3.350E-13) ( 1.782E-13, 1.532E-13)  1.00E-07
  5.700E+01 3.06533E-25 -1.706E-03 ( 3.800E-13, 3.287E-13) ( 1.763E-13, 1.518E-13)  1.00E-07
  5.750E+01 2.95597E-25 -1.741E-03 ( 3.722E-13, 3.225E-13) ( 1.744E-13, 1.504E-13)  1.00E-07
  5.800E+01 2.85130E-25 -1.776E-03 ( 3.647E-13, 3.165E-13) ( 1.725E-13, 1.490E-13)  1.00E-07
  5.850E+01 2.75109E-25 -1.812E-03 ( 3.573E-13, 3.106E-13) ( 1.706E-13, 1.476E-13)  1.00E-07
  5.900E+01 2.65511E-25 -1.849E-03 ( 3.502E-13, 3.049E-13) ( 1.688E-13, 1.463E-13)  1.00E-07
  5.950E+01 2.56314E-25 -1.886E-03 ( 3.432E-13, 2.993E-13) ( 1.670E-13, 1.450E-13)  1.00E-07
  6.000E+01 2.47501E-25 -1.923E-03 ( 3.364E-13, 2.939E-13) ( 1.653E-13, 1.437E-13)  1.00E-07
  6.050E+01 2.39051E-25 -1.961E-03 ( 3.298E-13, 2.886E-13) ( 1.635E-13, 1.424E-13)  1.00E-07
  6.100E+01 2.30946E-25 -1.998E-03 ( 3.233E-13, 2.834E-13) ( 1.618E-13, 1.411E-13)  1.00E-07
  6.150E+01 2.23171E-25 -2.036E-03 ( 3.170E-13, 2.783E-13) ( 1.602E-13, 1.399E-13)  1.00E-07
  6.200E+01 2.15709E-25 -2.075E-03 ( 3.109E-13, 2.733E-13) ( 1.585E-13, 1.386E-13)  1.00E-07
  6.250E+01 2.08545E-25 -2.114E-03 ( 3.049E-13, 2.685E-13) ( 1.569E-13, 1.374E-13)  1.00E-07
  6.300E+01 2.01665E-25 -2.154E-03 ( 2.991E-13, 2.637E-13) ( 1.553E-13, 1.362E-13)  1.00E-07
  6.350E+01 1.95057E-25 -2.194E-03 ( 2.934E-13, 2.591E-13) ( 1.537E-13, 1.350E-13)  1.00E-07
  6.400E+01 1.88706E-25 -2.235E-03 ( 2.878E-13, 2.546E-13) ( 1.521E-13, 1.338E-13)  1.00E-07
  6.450E+01 1.82603E-25 -2.275E-03 ( 2.824E-13, 2.501E-13) ( 1.506E-13, 1.327E-13)  1.00E-07
  6.500E+01 1.76735E-25 -2.316E-03 ( 2.771E-13, 2.458E-13) ( 1.491E-13, 1.315E-13)  1.00E-07
  6.550E+01 1.71090E-25 -2.357E-03 ( 2.719E-13, 2.416E-13) ( 1.476E-13, 1.304E-13)  1.00E-07
  6.600E+01 1.65660E-25 -2.399E-03 ( 2.669E-13, 2.374E-13) ( 1.461E-13, 1.292E-13)  1.00E-07
  6.650E+01 1.60435E-25 -2.443E-03 ( 2.620E-13, 2.334E-13) ( 1.447E-13, 1.281E-13)  1.00E-07
  6.700E+01 1.55405E-25 -2.486E-03 ( 2.571E-13, 2.294E-13) ( 1.433E-13, 1.270E-13)  1.00E-07
  6.750E+01 1.50562E-25 -2.529E-03 ( 2.524E-13, 2.255E-13) ( 1.418E-13, 1.260E-13)  1.00E-07
  6.800E+01 1.45899E-25 -2.573E-03 ( 2.478E-13, 2.217E-13) ( 1.405E-13, 1.249E-13)  1.00E-07
  6.850E+01 1.41406E-25 -2.616E-03 ( 2.433E-13, 2.180E-13) ( 1.391E-13, 1.238E-13)  1.00E-07
  6.900E+01 1.37077E-25 -2.660E-03 ( 2.390E-13, 2.143E-13) ( 1.377E-13, 1.228E-13)  1.00E-07
  6.950E+01 1.32904E-25 -2.705E-03 ( 2.347E-13, 2.108E-13) ( 1.364E-13, 1.217E-13)  1.00E-07
  7.000E+01 1.28881E-25 -2.752E-03 ( 2.305E-13, 2.073E-13) ( 1.351E-13, 1.207E-13)  1.00E-07
  7.050E+01 1.25001E-25 -2.799E-03 ( 2.263E-13, 2.038E-13) ( 1.338E-13, 1.197E-13)  1.00E-07
  7.100E+01 1.21260E-25 -2.846E-03 ( 2.223E-13, 2.005E-13) ( 1.325E-13, 1.187E-13)  1.00E-07
  7.150E+01 1.17651E-25 -2.890E-03 ( 2.184E-13, 1.972E-13) ( 1.312E-13, 1.177E-13)  1.00E-07
  7.200E+01 1.14168E-25 -2.935E-03 ( 2.146E-13, 1.940E-13) ( 1.300E-13, 1.167E-13)  1.00E-07
  7.250E+01 1.10805E-25 -2.985E-03 ( 2.108E-13, 1.908E-13) ( 1.287E-13, 1.157E-13)  1.00E-07
  7.300E+01 1.07558E-25 -3.035E-03 ( 2.071E-13, 1.877E-13) ( 1.275E-13, 1.148E-13)  1.00E-07
  7.350E+01 1.04423E-25 -3.085E-03 ( 2.035E-13, 1.847E-13) ( 1.263E-13, 1.138E-13)  1.00E-07
  7.400E+01 1.01395E-25 -3.133E-03 ( 2.000E-13, 1.817E-13) ( 1.251E-13, 1.129E-13)  1.00E-07
  7.450E+01 9.84698E-26 -3.181E-03 ( 1.965E-13, 1.788E-13) ( 1.240E-13, 1.120E-13)  1.00E-07
  7.500E+01 9.56432E-26 -3.231E-03 ( 1.931E-13, 1.759E-13) ( 1.228E-13, 1.110E-13)  1.00E-07
  7.550E+01 9.29109E-26 -3.282E-03 ( 1.898E-13, 1.731E-13) ( 1.216E-13, 1.101E-13)  1.00E-07
  7.600E+01 9.02695E-26 -3.333E-03 ( 1.866E-13, 1.703E-13) ( 1.205E-13, 1.092E-13)  1.00E-07
  7.650E+01 8.77154E-26 -3.386E-03 ( 1.834E-13, 1.676E-13) ( 1.194E-13, 1.083E-13)  1.00E-07
  7.700E+01 8.52454E-26 -3.438E-03 ( 1.803E-13, 1.650E-13) ( 1.183E-13, 1.074E-13)  1.00E-07
  7.750E+01 8.28562E-26 -3.490E-03 ( 1.772E-13, 1.624E-13) ( 1.172E-13, 1.065E-13)  1.00E-07
  7.800E+01 8.05447E-26 -3.542E-03 ( 1.742E-13, 1.598E-13) ( 1.161E-13, 1.057E-13)  1.00E-07
  7.850E+01 7.83078E-26 -3.595E-03 ( 1.713E-13, 1.573E-13) ( 1.150E-13, 1.048E-13)  1.00E-07
  7.900E+01 7.61426E-26 -3.649E-03 ( 1.684E-13, 1.548E-13) ( 1.140E-13, 1.039E-13)  1.00E-07
  7.950E+01 7.40465E-26 -3.704E-03 ( 1.656E-13, 1.524E-13) ( 1.129E-13, 1.031E-13)  1.00E-07
  8.000E+01 7.20168E-26 -3.760E-03 ( 1.629E-13, 1.500E-13) ( 1.119E-13, 1.023E-13)  1.00E-07
  8.050E+01 7.00513E-26 -3.816E-03 ( 1.602E-13, 1.477E-13) ( 1.109E-13, 1.014E-13)  1.00E-07
  8.100E+01 6.81475E-26 -3.872E-03 ( 1.575E-13, 1.454E-13) ( 1.099E-13, 1.006E-13)  1.00E-07
  8.150E+01 6.63032E-26 -3.928E-03 ( 1.549E-13, 1.432E-13) ( 1.089E-13, 9.978E-14)  1.00E-07
  8.200E+01 6.45160E-26 -3.984E-03 ( 1.524E-13, 1.410E-13) ( 1.079E-13, 9.897E-14)  1.00E-07
  8.250E+01 6.27840E-26 -4.042E-03 ( 1.499E-13, 1.388E-13) ( 1.069E-13, 9.816E-14)  1.00E-07
  8.300E+01 6.11051E-26 -4.100E-03 ( 1.474E-13, 1.367E-13) ( 1.059E-13, 9.737E-14)  1.00E-07
  8.350E+01 5.94774E-26 -4.159E-03 ( 1.450E-13, 1.346E-13) ( 1.050E-13, 9.657E-14)  1.00E-07
  8.400E+01 5.78991E-26 -4.219E-03 ( 1.426E-13, 1.325E-13) ( 1.040E-13, 9.579E-14)  1.00E-07
  8.450E+01 5.63686E-26 -4.279E-03 ( 1.403E-13, 1.305E-13) ( 1.031E-13, 9.501E-14)  1.00E-07
  8.500E+01 5.48840E-26 -4.339E-03 ( 1.380E-13, 1.285E-13) ( 1.022E-13, 9.424E-14)  1.00E-07
  8.550E+01 5.34438E-26 -4.399E-03 ( 1.358E-13, 1.266E-13) ( 1.012E-13, 9.348E-14)  1.00E-07
  8.600E+01 5.20463E-26 -4.461E-03 ( 1.336E-13, 1.246E-13) ( 1.003E-13, 9.272E-14)  1.00E-07
  8.650E+01 5.06902E-26 -4.523E-03 ( 1.315E-13, 1.228E-13) ( 9.941E-14, 9.197E-14)  1.00E-07
  8.700E+01 4.93739E-26 -4.586E-03 ( 1.293E-13, 1.209E-13) ( 9.852E-14, 9.122E-14)  1.00E-07
  8.750E+01 4.80961E-26 -4.649E-03 ( 1.273E-13, 1.191E-13) ( 9.764E-14, 9.048E-14)  1.00E-07
  8.800E+01 4.68555E-26 -4.713E-03 ( 1.252E-13, 1.173E-13) ( 9.676E-14, 8.974E-14)  1.00E-07
  8.850E+01 4.56509E-26 -4.778E-03 ( 1.232E-13, 1.155E-13) ( 9.589E-14, 8.901E-14)  1.00E-07
  8.900E+01 4.44810E-26 -4.842E-03 ( 1.213E-13, 1.138E-13) ( 9.503E-14, 8.829E-14)  1.00E-07
  8.950E+01 4.33447E-26 -4.908E-03 ( 1.193E-13, 1.121E-13) ( 9.418E-14, 8.757E-14)  1.00E-07
  9.000E+01 4.22408E-26 -4.974E-03 ( 1.174E-13, 1.104E-13) ( 9.333E-14, 8.686E-14)  1.00E-07
  9.050E+01 4.11682E-26 -5.041E-03 ( 1.156E-13, 1.088E-13) ( 9.250E-14, 8.615E-14)  1.00E-07
  9.100E+01 4.01259E-26 -5.109E-03 ( 1.138E-13, 1.072E-13) ( 9.167E-14, 8.545E-14)  1.00E-07
  9.150E+01 3.91129E-26 -5.177E-03 ( 1.120E-13, 1.056E-13) ( 9.085E-14, 8.475E-14)  1.00E-07
  9.200E+01 3.81283E-26 -5.246E-03 ( 1.102E-13, 1.040E-13) ( 9.003E-14, 8.406E-14)  1.00E-07
  9.250E+01 3.71711E-26 -5.315E-03 ( 1.085E-13, 1.024E-13) ( 8.923E-14, 8.337E-14)  1.00E-07
  9.300E+01 3.62405E-26 -5.385E-03 ( 1.068E-13, 1.009E-13) ( 8.843E-14, 8.269E-14)  1.00E-07
  9.350E+01 3.53355E-26 -5.456E-03 ( 1.051E-13, 9.944E-14) ( 8.764E-14, 8.201E-14)  1.00E-07
  9.400E+01 3.44553E-26 -5.527E-03 ( 1.034E-13, 9.797E-14) ( 8.685E-14, 8.134E-14)  1.00E-07
  9.450E+01 3.35992E-26 -5.600E-03 ( 1.018E-13, 9.652E-14) ( 8.607E-14, 8.067E-14)  1.00E-07
  9.500E+01 3.27665E-26 -5.673E-03 ( 1.002E-13, 9.510E-14) ( 8.530E-14, 8.001E-14)  1.00E-07
  9.550E+01 3.19563E-26 -5.746E-03 ( 9.866E-14, 9.370E-14) ( 8.453E-14, 7.935E-14)  1.00E-07
  9.600E+01 3.11679E-26 -5.820E-03 ( 9.713E-14, 9.232E-14) ( 8.377E-14, 7.870E-14)  1.00E-07
  9.650E+01 3.04007E-26 -5.895E-03 ( 9.562E-14, 9.096E-14) ( 8.302E-14, 7.805E-14)  1.00E-07
  9.700E+01 2.96541E-26 -5.970E-03 ( 9.413E-14, 8.963E-14) ( 8.228E-14, 7.740E-14)  1.00E-07
  9.750E+01 2.89273E-26 -6.047E-03 ( 9.267E-14, 8.832E-14) ( 8.153E-14, 7.676E-14)  1.00E-07
  9.800E+01 2.82197E-26 -6.125E-03 ( 9.124E-14, 8.702E-14) ( 8.080E-14, 7.612E-14)  1.00E-07
  9.850E+01 2.75308E-26 -6.203E-03 ( 8.982E-14, 8.575E-14) ( 8.007E-14, 7.549E-14)  1.00E-07
  9.900E+01 2.68600E-26 -6.282E-03 ( 8.844E-14, 8.449E-14) ( 7.935E-14, 7.486E-14)  1.00E-07
  9.950E+01 2.62068E-26 -6.361E-03 ( 8.707E-14, 8.326E-14) ( 7.863E-14, 7.423E-14)  1.00E-07
  1.000E+02 2.55706E-26 -6.441E-03 ( 8.573E-14, 8.204E-14) ( 7.792E-14, 7.361E-14)  1.00E-07
  1.005E+02 2.49508E-26 -6.522E-03 ( 8.441E-14, 8.085E-14) ( 7.722E-14, 7.300E-14)  1.00E-07
  1.010E+02 2.43471E-26 -6.603E-03 ( 8.311E-14, 7.967E-14) ( 7.651E-14, 7.238E-14)  1.00E-07
  1.015E+02 2.37589E-26 -6.687E-03 ( 8.183E-14, 7.851E-14) ( 7.582E-14, 7.177E-14)  1.00E-07
  1.020E+02 2.31858E-26 -6.770E-03 ( 8.057E-14, 7.736E-14) ( 7.513E-14, 7.117E-14)  1.00E-07
  1.025E+02 2.26273E-26 -6.855E-03 ( 7.933E-14, 7.624E-14) ( 7.445E-14, 7.056E-14)  1.00E-07
  1.030E+02 2.20831E-26 -6.940E-03 ( 7.812E-14, 7.513E-14) ( 7.377E-14, 6.996E-14)  1.00E-07
  1.035E+02 2.15526E-26 -7.026E-03 ( 7.692E-14, 7.404E-14) ( 7.309E-14, 6.937E-14)  1.00E-07
  1.040E+02 2.10355E-26 -7.112E-03 ( 7.574E-14, 7.296E-14) ( 7.242E-14, 6.878E-14)  1.00E-07
  1.045E+02 2.05313E-26 -7.200E-03 ( 7.458E-14, 7.190E-14) ( 7.176E-14, 6.819E-14)  1.00E-07
  1.050E+02 2.00398E-26 -7.289E-03 ( 7.344E-14, 7.086E-14) ( 7.110E-14, 6.760E-14)  1.00E-07
  1.055E+02 1.95605E-26 -7.379E-03 ( 7.232E-14, 6.983E-14) ( 7.044E-14, 6.702E-14)  1.00E-07
  1.060E+02 1.90932E-26 -7.470E-03 ( 7.121E-14, 6.882E-14) ( 6.979E-14, 6.644E-14)  1.00E-07
  1.065E+02 1.86374E-26 -7.562E-03 ( 7.013E-14, 6.782E-14) ( 6.915E-14, 6.587E-14)  1.00E-07
  1.070E+02 1.81928E-26 -7.654E-03 ( 6.906E-14, 6.684E-14) ( 6.851E-14, 6.530E-14)  1.00E-07
  1.075E+02 1.77592E-26 -7.747E-03 ( 6.800E-14, 6.587E-14) ( 6.787E-14, 6.473E-14)  1.00E-07
  1.080E+02 1.73362E-26 -7.841E-03 ( 6.697E-14, 6.492E-14) ( 6.724E-14, 6.416E-14)  1.00E-07
  1.085E+02 1.69235E-26 -7.937E-03 ( 6.595E-14, 6.398E-14) ( 6.661E-14, 6.360E-14)  1.00E-07
  1.090E+02 1.65208E-26 -8.034E-03 ( 6.494E-14, 6.305E-14) ( 6.598E-14, 6.304E-14)  1.00E-07
  1.095E+02 1.61279E-26 -8.132E-03 ( 6.395E-14, 6.214E-14) ( 6.536E-14, 6.248E-14)  1.00E-07
  1.100E+02 1.57444E-26 -8.231E-03 ( 6.298E-14, 6.124E-14) ( 6.475E-14, 6.193E-14)  1.00E-07
  1.105E+02 1.53702E-26 -8.330E-03 ( 6.202E-14, 6.035E-14) ( 6.414E-14, 6.138E-14)  1.00E-07
  1.110E+02 1.50050E-26 -8.430E-03 ( 6.108E-14, 5.948E-14) ( 6.353E-14, 6.083E-14)  1.00E-07
  1.115E+02 1.46485E-26 -8.532E-03 ( 6.015E-14, 5.862E-14) ( 6.292E-14, 6.028E-14)  1.00E-07
  1.120E+02 1.43005E-26 -8.635E-03 ( 5.924E-14, 5.777E-14) ( 6.232E-14, 5.974E-14)  1.00E-07
  1.125E+02 1.39607E-26 -8.740E-03 ( 5.834E-14, 5.694E-14) ( 6.173E-14, 5.920E-14)  1.00E-07
  1.130E+02 1.36290E-26 -8.846E-03 ( 5.745E-14, 5.612E-14) ( 6.114E-14, 5.867E-14)  1.00E-07
  1.135E+02 1.33051E-26 -8.952E-03 ( 5.658E-14, 5.531E-14) ( 6.055E-14, 5.813E-14)  1.00E-07
  1.140E+02 1.29888E-26 -9.060E-03 ( 5.572E-14, 5.451E-14) ( 5.996E-14, 5.760E-14)  1.00E-07
  1.145E+02 1.26800E-26 -9.168E-03 ( 5.488E-14, 5.372E-14) ( 5.938E-14, 5.707E-14)  1.00E-07
  1.150E+02 1.23783E-26 -9.278E-03 ( 5.404E-14, 5.294E-14) ( 5.880E-14, 5.654E-14)  1.00E-07
  1.155E+02 1.20837E-26 -9.390E-03 ( 5.322E-14, 5.218E-14) ( 5.823E-14, 5.602E-14)  1.00E-07
  1.160E+02 1.17959E-26 -9.503E-03 ( 5.242E-14, 5.143E-14) ( 5.766E-14, 5.550E-14)  1.00E-07
  1.165E+02 1.15148E-26 -9.618E-03 ( 5.162E-14, 5.068E-14) ( 5.709E-14, 5.498E-14)  1.00E-07
  1.170E+02 1.12402E-26 -9.733E-03 ( 5.084E-14, 4.995E-14) ( 5.652E-14, 5.446E-14)  1.00E-07
  1.175E+02 1.09720E-26 -9.850E-03 ( 5.007E-14, 4.923E-14) ( 5.596E-14, 5.394E-14)  1.00E-07
  1.180E+02 1.07099E-26 -9.967E-03 ( 4.931E-14, 4.852E-14) ( 5.540E-14, 5.343E-14)  1.00E-07
  1.185E+02 1.04538E-26 -1.009E-02 ( 4.856E-14, 4.782E-14) ( 5.485E-14, 5.292E-14)  1.00E-07
  1.190E+02 1.02035E-26 -1.021E-02 ( 4.783E-14, 4.713E-14) ( 5.430E-14, 5.241E-14)  1.00E-07
  1.195E+02 9.95896E-27 -1.033E-02 ( 4.710E-14, 4.645E-14) ( 5.375E-14, 5.191E-14)  1.00E-07
  1.200E+02 9.71998E-27 -1.046E-02 ( 4.639E-14, 4.578E-14) ( 5.320E-14, 5.140E-14)  1.00E-07
  1.205E+02 9.48642E-27 -1.058E-02 ( 4.569E-14, 4.512E-14) ( 5.266E-14, 5.090E-14)  1.00E-07
  1.210E+02 9.25816E-27 -1.071E-02 ( 4.500E-14, 4.446E-14) ( 5.212E-14, 5.040E-14)  1.00E-07
  1.215E+02 9.03505E-27 -1.084E-02 ( 4.431E-14, 4.382E-14) ( 5.158E-14, 4.990E-14)  1.00E-07
  1.220E+02 8.81697E-27 -1.097E-02 ( 4.364E-14, 4.319E-14) ( 5.105E-14, 4.941E-14)  1.00E-07
  1.225E+02 8.60379E-27 -1.110E-02 ( 4.298E-14, 4.257E-14) ( 5.051E-14, 4.891E-14)  1.00E-07
  1.230E+02 8.39539E-27 -1.123E-02 ( 4.233E-14, 4.195E-14) ( 4.998E-14, 4.842E-14)  1.00E-07
  1.235E+02 8.19165E-27 -1.137E-02 ( 4.169E-14, 4.135E-14) ( 4.946E-14, 4.793E-14)  1.00E-07
  1.240E+02 7.99247E-27 -1.150E-02 ( 4.106E-14, 4.075E-14) ( 4.893E-14, 4.745E-14)  1.00E-07
  1.245E+02 7.79773E-27 -1.164E-02 ( 4.044E-14, 4.016E-14) ( 4.841E-14, 4.696E-14)  1.00E-07
  1.250E+02 7.60734E-27 -1.178E-02 ( 3.983E-14, 3.958E-14) ( 4.790E-14, 4.648E-14)  1.00E-07
  1.255E+02 7.42118E-27 -1.192E-02 ( 3.923E-14, 3.901E-14) ( 4.738E-14, 4.599E-14)  1.00E-07
  1.260E+02 7.23914E-27 -1.207E-02 ( 3.863E-14, 3.845E-14) ( 4.687E-14, 4.551E-14)  1.00E-07
  1.265E+02 7.06113E-27 -1.222E-02 ( 3.805E-14, 3.790E-14) ( 4.636E-14, 4.504E-14)  1.00E-07
  1.270E+02 6.88705E-27 -1.236E-02 ( 3.747E-14, 3.735E-14) ( 4.585E-14, 4.456E-14)  1.00E-07
  1.275E+02 6.71681E-27 -1.251E-02 ( 3.691E-14, 3.681E-14) ( 4.534E-14, 4.409E-14)  1.00E-07
  1.280E+02 6.55034E-27 -1.267E-02 ( 3.635E-14, 3.628E-14) ( 4.484E-14, 4.361E-14)  1.00E-07
  1.285E+02 6.38753E-27 -1.282E-02 ( 3.580E-14, 3.576E-14) ( 4.434E-14, 4.314E-14)  1.00E-07
  1.290E+02 6.22831E-27 -1.298E-02 ( 3.526E-14, 3.525E-14) ( 4.384E-14, 4.267E-14)  1.00E-07
  1.295E+02 6.07258E-27 -1.313E-02 ( 3.473E-14, 3.474E-14) ( 4.334E-14, 4.220E-14)  1.00E-07
  1.300E+02 5.92027E-27 -1.330E-02 ( 3.421E-14, 3.424E-14) ( 4.284E-14, 4.174E-14)  1.00E-07
  1.305E+02 5.77129E-27 -1.346E-02 ( 3.369E-14, 3.375E-14) ( 4.235E-14, 4.127E-14)  1.00E-07
  1.310E+02 5.62557E-27 -1.362E-02 ( 3.318E-14, 3.327E-14) ( 4.186E-14, 4.081E-14)  1.00E-07
  1.315E+02 5.48305E-27 -1.379E-02 ( 3.269E-14, 3.279E-14) ( 4.137E-14, 4.035E-14)  1.00E-07
  1.320E+02 5.34365E-27 -1.396E-02 ( 3.219E-14, 3.232E-14) ( 4.089E-14, 3.989E-14)  1.00E-07
  1.325E+02 5.20730E-27 -1.413E-02 ( 3.171E-14, 3.186E-14) ( 4.040E-14, 3.943E-14)  1.00E-07
  1.330E+02 5.07392E-27 -1.431E-02 ( 3.123E-14, 3.140E-14) ( 3.992E-14, 3.897E-14)  1.00E-07
  1.335E+02 4.94345E-27 -1.448E-02 ( 3.077E-14, 3.095E-14) ( 3.944E-14, 3.851E-14)  1.00E-07
