 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 3.70000E+06 eV = 1.35973E+05 a.u.
 #
 # Element:  C,  Z =   6,  atomic weight = 1.20107E+01 g/mol
 #
 # Nuclear model: Fermi distribution
 #                Average radius = 2.45042E-13 cm
 #                Skin thickness = 5.46000E-14 cm
 #
 # Number of electrons =  6
 #
 # Electron density: Read from file z_006.den   
 #                   Number of data points =  725
 #                   Volume integral = 6.00000E+00
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 2.45215E-19 cm**2 = 8.75678E-03 a0**2
 # 1st transport cross section = 3.25980E-24 cm**2 = 1.16410E-07 a0**2
 # 2nd transport cross section = 9.34538E-24 cm**2 = 3.33730E-07 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  7.500E-02  4.28368E-07  1.19830E-14  4.27921E+02  0.00000E+00  1.0E-07
  7.750E-02  4.57402E-07  1.12269E-14  4.00921E+02  0.00000E+00  1.0E-07
  8.000E-02  4.87388E-07  1.05149E-14  3.75495E+02  0.00000E+00  1.0E-07
  8.250E-02  5.18325E-07  9.84545E-15  3.51587E+02  0.00000E+00  1.0E-07
  8.500E-02  5.50215E-07  9.21675E-15  3.29136E+02  0.00000E+00  1.0E-07
  8.750E-02  5.83057E-07  8.62707E-15  3.08078E+02  0.00000E+00  1.0E-07
  9.000E-02  6.16850E-07  8.07455E-15  2.88347E+02  0.00000E+00  1.0E-07
  9.250E-02  6.51596E-07  7.55733E-15  2.69877E+02  0.00000E+00  1.0E-07
  9.500E-02  6.87293E-07  7.07355E-15  2.52601E+02  0.00000E+00  1.0E-07
  9.750E-02  7.23942E-07  6.62137E-15  2.36453E+02  0.00000E+00  1.0E-07
  1.000E-01  7.61543E-07  6.19896E-15  2.21369E+02  0.00000E+00  1.0E-07
  1.250E-01  1.18991E-06  3.25794E-15  1.16343E+02  0.00000E+00  1.0E-07
  1.500E-01  1.71347E-06  1.79194E-15  6.39912E+01  0.00000E+00  1.0E-07
  1.750E-01  2.33223E-06  1.04245E-15  3.72265E+01  0.00000E+00  1.0E-07
  2.000E-01  3.04617E-06  6.41688E-16  2.29151E+01  0.00000E+00  1.0E-07
  2.250E-01  3.85531E-06  4.16093E-16  1.48590E+01  0.00000E+00  1.0E-07
  2.500E-01  4.75964E-06  2.82414E-16  1.00852E+01  0.00000E+00  1.0E-07
  2.750E-01  5.75916E-06  1.99307E-16  7.11737E+00  0.00000E+00  1.0E-07
  3.000E-01  6.85388E-06  1.45353E-16  5.19064E+00  0.00000E+00  1.0E-07
  3.250E-01  8.04378E-06  1.08962E-16  3.89111E+00  0.00000E+00  1.0E-07
  3.500E-01  9.32888E-06  8.35873E-17  2.98496E+00  0.00000E+00  1.0E-07
  3.750E-01  1.07092E-05  6.53779E-17  2.33469E+00  0.00000E+00  1.0E-07
  4.000E-01  1.21846E-05  5.19834E-17  1.85636E+00  0.00000E+00  1.1E-07
  4.250E-01  1.37553E-05  4.19183E-17  1.49693E+00  0.00000E+00  1.0E-07
  4.500E-01  1.54212E-05  3.42147E-17  1.22183E+00  0.00000E+00  1.3E-07
  4.750E-01  1.71822E-05  2.82238E-17  1.00789E+00  0.00000E+00  1.0E-07
  5.000E-01  1.90385E-05  2.34997E-17  8.39190E-01  0.00000E+00  1.4E-07
  5.250E-01  2.09899E-05  1.97289E-17  7.04532E-01  0.00000E+00  1.0E-07
  5.500E-01  2.30365E-05  1.66864E-17  5.95883E-01  0.00000E+00  1.4E-07
  5.750E-01  2.51783E-05  1.42080E-17  5.07379E-01  0.00000E+00  1.2E-07
  6.000E-01  2.74153E-05  1.21718E-17  4.34663E-01  0.00000E+00  1.2E-07
  6.250E-01  2.97475E-05  1.04858E-17  3.74455E-01  0.00000E+00  1.7E-07
  6.500E-01  3.21749E-05  9.07998E-18  3.24252E-01  0.00000E+00  1.0E-07
  6.750E-01  3.46974E-05  7.90023E-18  2.82123E-01  0.00000E+00  2.1E-07
  7.000E-01  3.73152E-05  6.90435E-18  2.46559E-01  0.00000E+00  1.0E-07
  7.250E-01  4.00281E-05  6.05906E-18  2.16373E-01  0.00000E+00  2.4E-07
  7.500E-01  4.28362E-05  5.33796E-18  1.90622E-01  0.00000E+00  1.0E-07
  7.750E-01  4.57395E-05  4.71991E-18  1.68551E-01  0.00000E+00  2.6E-07
  8.000E-01  4.87380E-05  4.18783E-18  1.49550E-01  0.00000E+00  1.1E-07
  8.250E-01  5.18317E-05  3.72784E-18  1.33124E-01  0.00000E+00  2.5E-07
  8.500E-01  5.50205E-05  3.32864E-18  1.18868E-01  0.00000E+00  1.9E-07
  8.750E-01  5.83045E-05  2.98090E-18  1.06450E-01  0.00000E+00  2.1E-07
  9.000E-01  6.16838E-05  2.67692E-18  9.55947E-02  0.00000E+00  2.7E-07
  9.250E-01  6.51582E-05  2.41032E-18  8.60742E-02  0.00000E+00  1.5E-07
  9.500E-01  6.87277E-05  2.17576E-18  7.76980E-02  0.00000E+00  3.3E-07
  9.750E-01  7.23925E-05  1.96878E-18  7.03063E-02  0.00000E+00  1.0E-07
  1.000E+00  7.61524E-05  1.78559E-18  6.37644E-02  0.00000E+00  1.0E-07
  1.100E+00  9.21439E-05  1.23396E-18  4.40656E-02  0.00000E+00  1.0E-07
  1.200E+00  1.09658E-04  8.78656E-19  3.13774E-02  0.00000E+00  1.0E-07
  1.300E+00  1.28695E-04  6.41889E-19  2.29223E-02  0.00000E+00  1.0E-07
  1.400E+00  1.49255E-04  4.79428E-19  1.71207E-02  0.00000E+00  1.0E-07
  1.500E+00  1.71338E-04  3.65077E-19  1.30371E-02  0.00000E+00  1.0E-07
  1.600E+00  1.94942E-04  2.82768E-19  1.00978E-02  0.00000E+00  1.0E-07
  1.700E+00  2.20070E-04  2.22341E-19  7.93992E-03  0.00000E+00  1.0E-07
  1.800E+00  2.46720E-04  1.77189E-19  6.32755E-03  0.00000E+00  1.0E-07
  1.900E+00  2.74892E-04  1.42917E-19  5.10366E-03  0.00000E+00  1.0E-07
  2.000E+00  3.04586E-04  1.16531E-19  4.16140E-03  0.00000E+00  1.0E-07
  2.100E+00  3.35803E-04  9.59543E-20  3.42659E-03  0.00000E+00  1.0E-07
  2.200E+00  3.68542E-04  7.97199E-20  2.84685E-03  0.00000E+00  1.0E-07
  2.300E+00  4.02802E-04  6.67747E-20  2.38457E-03  0.00000E+00  1.0E-07
  2.400E+00  4.38585E-04  5.63513E-20  2.01234E-03  0.00000E+00  1.0E-07
  2.500E+00  4.75889E-04  4.78833E-20  1.70994E-03  0.00000E+00  1.0E-07
  2.600E+00  5.14715E-04  4.09468E-20  1.46224E-03  0.00000E+00  1.0E-07
  2.700E+00  5.55063E-04  3.52215E-20  1.25778E-03  0.00000E+00  1.0E-07
  2.800E+00  5.96931E-04  3.04623E-20  1.08783E-03  0.00000E+00  1.0E-07
  2.900E+00  6.40321E-04  2.64802E-20  9.45625E-04  0.00000E+00  1.0E-07
  3.000E+00  6.85233E-04  2.31279E-20  8.25911E-04  0.00000E+00  1.0E-07
  3.100E+00  7.31665E-04  2.02895E-20  7.24552E-04  0.00000E+00  1.0E-07
  3.200E+00  7.79618E-04  1.78735E-20  6.38273E-04  0.00000E+00  1.0E-07
  3.300E+00  8.29092E-04  1.58065E-20  5.64461E-04  0.00000E+00  1.0E-07
  3.400E+00  8.80086E-04  1.40299E-20  5.01017E-04  0.00000E+00  1.0E-07
  3.500E+00  9.32601E-04  1.24960E-20  4.46240E-04  0.00000E+00  1.0E-07
  3.600E+00  9.86636E-04  1.11661E-20  3.98749E-04  0.00000E+00  1.0E-07
  3.700E+00  1.04219E-03  1.00085E-20  3.57411E-04  0.00000E+00  1.0E-07
  3.800E+00  1.09927E-03  8.99716E-21  3.21294E-04  0.00000E+00  1.0E-07
  3.900E+00  1.15786E-03  8.11037E-21  2.89627E-04  0.00000E+00  1.0E-07
  4.000E+00  1.21797E-03  7.33021E-21  2.61767E-04  0.00000E+00  1.0E-07
  4.100E+00  1.27961E-03  6.64165E-21  2.37178E-04  0.00000E+00  1.0E-07
  4.200E+00  1.34276E-03  6.03209E-21  2.15410E-04  0.00000E+00  1.0E-07
  4.300E+00  1.40743E-03  5.49089E-21  1.96083E-04  0.00000E+00  1.0E-07
  4.400E+00  1.47362E-03  5.00906E-21  1.78877E-04  0.00000E+00  1.0E-07
  4.500E+00  1.54133E-03  4.57895E-21  1.63517E-04  0.00000E+00  1.0E-07
  4.600E+00  1.61056E-03  4.19404E-21  1.49772E-04  0.00000E+00  1.0E-07
  4.700E+00  1.68131E-03  3.84874E-21  1.37441E-04  0.00000E+00  1.0E-07
  4.800E+00  1.75357E-03  3.53827E-21  1.26354E-04  0.00000E+00  1.0E-07
  4.900E+00  1.82735E-03  3.25849E-21  1.16363E-04  0.00000E+00  1.0E-07
  5.000E+00  1.90265E-03  3.00583E-21  1.07340E-04  0.00000E+00  1.0E-07
  5.100E+00  1.97947E-03  2.77720E-21  9.91754E-05  0.00000E+00  1.0E-07
  5.200E+00  2.05780E-03  2.56990E-21  9.17728E-05  0.00000E+00  1.0E-07
  5.300E+00  2.13765E-03  2.38159E-21  8.50482E-05  0.00000E+00  1.0E-07
  5.400E+00  2.21902E-03  2.21023E-21  7.89286E-05  0.00000E+00  1.0E-07
  5.500E+00  2.30190E-03  2.05401E-21  7.33499E-05  0.00000E+00  1.0E-07
  5.600E+00  2.38630E-03  1.91135E-21  6.82555E-05  0.00000E+00  1.0E-07
  5.700E+00  2.47222E-03  1.78087E-21  6.35960E-05  0.00000E+00  1.0E-07
  5.800E+00  2.55965E-03  1.66134E-21  5.93275E-05  0.00000E+00  1.0E-07
  5.900E+00  2.64859E-03  1.55167E-21  5.54112E-05  0.00000E+00  1.0E-07
