

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 3.70000E+06 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  3.100E+01 2.78455E-24 -3.466E-04 ( 1.359E-12, 8.850E-13) ( 3.291E-13, 2.139E-13)  1.00E-07
  3.150E+01 2.61093E-24 -3.606E-04 ( 1.314E-12, 8.582E-13) ( 3.234E-13, 2.109E-13)  1.00E-07
  3.200E+01 2.45056E-24 -3.750E-04 ( 1.270E-12, 8.325E-13) ( 3.178E-13, 2.080E-13)  1.00E-07
  3.250E+01 2.30225E-24 -3.894E-04 ( 1.229E-12, 8.080E-13) ( 3.125E-13, 2.051E-13)  1.00E-07
  3.300E+01 2.16493E-24 -4.042E-04 ( 1.189E-12, 7.844E-13) ( 3.072E-13, 2.023E-13)  1.00E-07
  3.350E+01 2.03763E-24 -4.193E-04 ( 1.152E-12, 7.619E-13) ( 3.022E-13, 1.996E-13)  1.00E-07
  3.400E+01 1.91949E-24 -4.346E-04 ( 1.115E-12, 7.403E-13) ( 2.973E-13, 1.969E-13)  1.00E-07
  3.450E+01 1.80972E-24 -4.507E-04 ( 1.081E-12, 7.196E-13) ( 2.925E-13, 1.943E-13)  1.00E-07
  3.500E+01 1.70764E-24 -4.667E-04 ( 1.048E-12, 6.996E-13) ( 2.879E-13, 1.918E-13)  1.00E-07
  3.550E+01 1.61260E-24 -4.834E-04 ( 1.017E-12, 6.805E-13) ( 2.834E-13, 1.893E-13)  1.00E-07
  3.600E+01 1.52404E-24 -4.996E-04 ( 9.863E-13, 6.622E-13) ( 2.790E-13, 1.869E-13)  1.00E-07
  3.650E+01 1.44142E-24 -5.169E-04 ( 9.573E-13, 6.445E-13) ( 2.747E-13, 1.846E-13)  1.00E-07
  3.700E+01 1.36428E-24 -5.338E-04 ( 9.296E-13, 6.275E-13) ( 2.706E-13, 1.823E-13)  1.00E-07
  3.750E+01 1.29218E-24 -5.516E-04 ( 9.029E-13, 6.111E-13) ( 2.666E-13, 1.800E-13)  1.00E-07
  3.800E+01 1.22475E-24 -5.696E-04 ( 8.773E-13, 5.954E-13) ( 2.626E-13, 1.778E-13)  1.00E-07
  3.850E+01 1.16161E-24 -5.880E-04 ( 8.527E-13, 5.802E-13) ( 2.588E-13, 1.757E-13)  1.00E-07
  3.900E+01 1.10245E-24 -6.067E-04 ( 8.291E-13, 5.655E-13) ( 2.551E-13, 1.736E-13)  1.00E-07
  3.950E+01 1.04698E-24 -6.254E-04 ( 8.064E-13, 5.514E-13) ( 2.514E-13, 1.715E-13)  1.00E-07
  4.000E+01 9.94910E-25 -6.445E-04 ( 7.845E-13, 5.378E-13) ( 2.479E-13, 1.695E-13)  1.00E-07
  4.050E+01 9.46006E-25 -6.638E-04 ( 7.635E-13, 5.246E-13) ( 2.444E-13, 1.676E-13)  1.00E-07
  4.100E+01 9.00036E-25 -6.836E-04 ( 7.432E-13, 5.119E-13) ( 2.411E-13, 1.656E-13)  1.00E-07
  4.150E+01 8.56792E-25 -7.039E-04 ( 7.237E-13, 4.997E-13) ( 2.378E-13, 1.637E-13)  1.00E-07
  4.200E+01 8.16083E-25 -7.245E-04 ( 7.049E-13, 4.878E-13) ( 2.345E-13, 1.619E-13)  1.00E-07
  4.250E+01 7.77735E-25 -7.454E-04 ( 6.868E-13, 4.764E-13) ( 2.314E-13, 1.601E-13)  1.00E-07
  4.300E+01 7.41585E-25 -7.663E-04 ( 6.693E-13, 4.653E-13) ( 2.283E-13, 1.583E-13)  1.00E-07
  4.350E+01 7.07485E-25 -7.875E-04 ( 6.524E-13, 4.545E-13) ( 2.253E-13, 1.566E-13)  1.00E-07
  4.400E+01 6.75295E-25 -8.090E-04 ( 6.361E-13, 4.441E-13) ( 2.224E-13, 1.549E-13)  1.00E-07
  4.450E+01 6.44890E-25 -8.311E-04 ( 6.203E-13, 4.341E-13) ( 2.195E-13, 1.532E-13)  1.00E-07
  4.500E+01 6.16151E-25 -8.537E-04 ( 6.051E-13, 4.243E-13) ( 2.167E-13, 1.515E-13)  1.00E-07
  4.550E+01 5.88972E-25 -8.765E-04 ( 5.904E-13, 4.149E-13) ( 2.140E-13, 1.499E-13)  1.00E-07
  4.600E+01 5.63253E-25 -8.996E-04 ( 5.762E-13, 4.057E-13) ( 2.113E-13, 1.483E-13)  1.00E-07
  4.650E+01 5.38901E-25 -9.227E-04 ( 5.624E-13, 3.969E-13) ( 2.086E-13, 1.468E-13)  1.00E-07
  4.700E+01 5.15830E-25 -9.461E-04 ( 5.491E-13, 3.882E-13) ( 2.061E-13, 1.452E-13)  1.00E-07
  4.750E+01 4.93960E-25 -9.699E-04 ( 5.362E-13, 3.799E-13) ( 2.035E-13, 1.437E-13)  1.00E-07
  4.800E+01 4.73216E-25 -9.942E-04 ( 5.238E-13, 3.718E-13) ( 2.011E-13, 1.423E-13)  1.00E-07
  4.850E+01 4.53531E-25 -1.019E-03 ( 5.117E-13, 3.639E-13) ( 1.986E-13, 1.408E-13)  1.00E-07
  4.900E+01 4.34840E-25 -1.044E-03 ( 5.000E-13, 3.563E-13) ( 1.962E-13, 1.394E-13)  1.00E-07
  4.950E+01 4.17084E-25 -1.070E-03 ( 4.886E-13, 3.488E-13) ( 1.939E-13, 1.380E-13)  1.00E-07
  5.000E+01 4.00208E-25 -1.095E-03 ( 4.776E-13, 3.416E-13) ( 1.916E-13, 1.366E-13)  1.00E-07
  5.050E+01 3.84161E-25 -1.121E-03 ( 4.670E-13, 3.346E-13) ( 1.894E-13, 1.352E-13)  1.00E-07
  5.100E+01 3.68894E-25 -1.147E-03 ( 4.566E-13, 3.278E-13) ( 1.872E-13, 1.339E-13)  1.00E-07
  5.150E+01 3.54362E-25 -1.173E-03 ( 4.466E-13, 3.211E-13) ( 1.850E-13, 1.326E-13)  1.00E-07
  5.200E+01 3.40523E-25 -1.200E-03 ( 4.368E-13, 3.147E-13) ( 1.829E-13, 1.313E-13)  1.00E-07
  5.250E+01 3.27338E-25 -1.228E-03 ( 4.274E-13, 3.084E-13) ( 1.808E-13, 1.300E-13)  1.00E-07
  5.300E+01 3.14771E-25 -1.255E-03 ( 4.182E-13, 3.023E-13) ( 1.788E-13, 1.288E-13)  1.00E-07
  5.350E+01 3.02787E-25 -1.283E-03 ( 4.092E-13, 2.963E-13) ( 1.768E-13, 1.275E-13)  1.00E-07
  5.400E+01 2.91356E-25 -1.311E-03 ( 4.005E-13, 2.905E-13) ( 1.748E-13, 1.263E-13)  1.00E-07
  5.450E+01 2.80445E-25 -1.339E-03 ( 3.921E-13, 2.849E-13) ( 1.729E-13, 1.251E-13)  1.00E-07
  5.500E+01 2.70028E-25 -1.368E-03 ( 3.839E-13, 2.794E-13) ( 1.710E-13, 1.239E-13)  1.00E-07
  5.550E+01 2.60077E-25 -1.398E-03 ( 3.759E-13, 2.740E-13) ( 1.691E-13, 1.228E-13)  1.00E-07
  5.600E+01 2.50569E-25 -1.428E-03 ( 3.682E-13, 2.688E-13) ( 1.673E-13, 1.216E-13)  1.00E-07
  5.650E+01 2.41479E-25 -1.458E-03 ( 3.606E-13, 2.637E-13) ( 1.655E-13, 1.205E-13)  1.00E-07
  5.700E+01 2.32787E-25 -1.488E-03 ( 3.533E-13, 2.587E-13) ( 1.637E-13, 1.194E-13)  1.00E-07
  5.750E+01 2.24472E-25 -1.518E-03 ( 3.461E-13, 2.539E-13) ( 1.619E-13, 1.183E-13)  1.00E-07
  5.800E+01 2.16515E-25 -1.549E-03 ( 3.392E-13, 2.492E-13) ( 1.602E-13, 1.172E-13)  1.00E-07
  5.850E+01 2.08896E-25 -1.580E-03 ( 3.324E-13, 2.445E-13) ( 1.585E-13, 1.161E-13)  1.00E-07
  5.900E+01 2.01599E-25 -1.612E-03 ( 3.258E-13, 2.400E-13) ( 1.569E-13, 1.151E-13)  1.00E-07
  5.950E+01 1.94608E-25 -1.644E-03 ( 3.193E-13, 2.356E-13) ( 1.552E-13, 1.140E-13)  1.00E-07
  6.000E+01 1.87908E-25 -1.677E-03 ( 3.131E-13, 2.314E-13) ( 1.536E-13, 1.130E-13)  1.00E-07
  6.050E+01 1.81484E-25 -1.709E-03 ( 3.070E-13, 2.272E-13) ( 1.520E-13, 1.120E-13)  1.00E-07
  6.100E+01 1.75324E-25 -1.742E-03 ( 3.010E-13, 2.231E-13) ( 1.505E-13, 1.110E-13)  1.00E-07
  6.150E+01 1.69415E-25 -1.775E-03 ( 2.952E-13, 2.191E-13) ( 1.489E-13, 1.100E-13)  1.00E-07
  6.200E+01 1.63743E-25 -1.809E-03 ( 2.895E-13, 2.152E-13) ( 1.474E-13, 1.090E-13)  1.00E-07
  6.250E+01 1.58298E-25 -1.843E-03 ( 2.840E-13, 2.114E-13) ( 1.459E-13, 1.081E-13)  1.00E-07
  6.300E+01 1.53070E-25 -1.878E-03 ( 2.786E-13, 2.076E-13) ( 1.444E-13, 1.071E-13)  1.00E-07
  6.350E+01 1.48048E-25 -1.913E-03 ( 2.733E-13, 2.040E-13) ( 1.430E-13, 1.062E-13)  1.00E-07
  6.400E+01 1.43222E-25 -1.948E-03 ( 2.682E-13, 2.004E-13) ( 1.416E-13, 1.053E-13)  1.00E-07
  6.450E+01 1.38584E-25 -1.983E-03 ( 2.632E-13, 1.969E-13) ( 1.402E-13, 1.043E-13)  1.00E-07
  6.500E+01 1.34125E-25 -2.018E-03 ( 2.583E-13, 1.935E-13) ( 1.388E-13, 1.034E-13)  1.00E-07
  6.550E+01 1.29836E-25 -2.054E-03 ( 2.535E-13, 1.902E-13) ( 1.374E-13, 1.026E-13)  1.00E-07
  6.600E+01 1.25711E-25 -2.091E-03 ( 2.488E-13, 1.869E-13) ( 1.360E-13, 1.017E-13)  1.00E-07
  6.650E+01 1.21741E-25 -2.129E-03 ( 2.443E-13, 1.837E-13) ( 1.347E-13, 1.008E-13)  1.00E-07
  6.700E+01 1.17919E-25 -2.167E-03 ( 2.398E-13, 1.806E-13) ( 1.334E-13, 9.993E-14)  1.00E-07
  6.750E+01 1.14240E-25 -2.205E-03 ( 2.355E-13, 1.776E-13) ( 1.321E-13, 9.908E-14)  1.00E-07
  6.800E+01 1.10698E-25 -2.242E-03 ( 2.312E-13, 1.746E-13) ( 1.308E-13, 9.824E-14)  1.00E-07
  6.850E+01 1.07285E-25 -2.280E-03 ( 2.271E-13, 1.716E-13) ( 1.296E-13, 9.740E-14)  1.00E-07
  6.900E+01 1.03997E-25 -2.318E-03 ( 2.230E-13, 1.688E-13) ( 1.283E-13, 9.658E-14)  1.00E-07
  6.950E+01 1.00827E-25 -2.358E-03 ( 2.190E-13, 1.659E-13) ( 1.271E-13, 9.576E-14)  1.00E-07
  7.000E+01 9.77714E-26 -2.399E-03 ( 2.151E-13, 1.632E-13) ( 1.259E-13, 9.496E-14)  1.00E-07
  7.050E+01 9.48247E-26 -2.440E-03 ( 2.113E-13, 1.605E-13) ( 1.247E-13, 9.416E-14)  1.00E-07
  7.100E+01 9.19830E-26 -2.480E-03 ( 2.076E-13, 1.579E-13) ( 1.235E-13, 9.337E-14)  1.00E-07
  7.150E+01 8.92421E-26 -2.519E-03 ( 2.039E-13, 1.553E-13) ( 1.223E-13, 9.259E-14)  1.00E-07
  7.200E+01 8.65972E-26 -2.558E-03 ( 2.004E-13, 1.527E-13) ( 1.212E-13, 9.182E-14)  1.00E-07
  7.250E+01 8.40433E-26 -2.601E-03 ( 1.969E-13, 1.502E-13) ( 1.201E-13, 9.105E-14)  1.00E-07
  7.300E+01 8.15776E-26 -2.645E-03 ( 1.935E-13, 1.478E-13) ( 1.189E-13, 9.029E-14)  1.00E-07
  7.350E+01 7.91970E-26 -2.688E-03 ( 1.901E-13, 1.454E-13) ( 1.178E-13, 8.955E-14)  1.00E-07
  7.400E+01 7.68981E-26 -2.730E-03 ( 1.869E-13, 1.431E-13) ( 1.167E-13, 8.880E-14)  1.00E-07
  7.450E+01 7.46772E-26 -2.772E-03 ( 1.837E-13, 1.408E-13) ( 1.156E-13, 8.807E-14)  1.00E-07
  7.500E+01 7.25311E-26 -2.815E-03 ( 1.805E-13, 1.385E-13) ( 1.146E-13, 8.734E-14)  1.00E-07
  7.550E+01 7.04568E-26 -2.859E-03 ( 1.775E-13, 1.363E-13) ( 1.135E-13, 8.662E-14)  1.00E-07
  7.600E+01 6.84514E-26 -2.905E-03 ( 1.744E-13, 1.341E-13) ( 1.125E-13, 8.591E-14)  1.00E-07
  7.650E+01 6.65125E-26 -2.950E-03 ( 1.715E-13, 1.320E-13) ( 1.114E-13, 8.520E-14)  1.00E-07
  7.700E+01 6.46374E-26 -2.996E-03 ( 1.686E-13, 1.299E-13) ( 1.104E-13, 8.451E-14)  1.00E-07
  7.750E+01 6.28238E-26 -3.041E-03 ( 1.658E-13, 1.279E-13) ( 1.094E-13, 8.381E-14)  1.00E-07
  7.800E+01 6.10692E-26 -3.087E-03 ( 1.630E-13, 1.258E-13) ( 1.084E-13, 8.313E-14)  1.00E-07
  7.850E+01 5.93713E-26 -3.133E-03 ( 1.603E-13, 1.239E-13) ( 1.074E-13, 8.245E-14)  1.00E-07
  7.900E+01 5.77279E-26 -3.180E-03 ( 1.576E-13, 1.219E-13) ( 1.064E-13, 8.177E-14)  1.00E-07
  7.950E+01 5.61370E-26 -3.228E-03 ( 1.550E-13, 1.200E-13) ( 1.055E-13, 8.111E-14)  1.00E-07
  8.000E+01 5.45966E-26 -3.276E-03 ( 1.524E-13, 1.182E-13) ( 1.045E-13, 8.044E-14)  1.00E-07
  8.050E+01 5.31049E-26 -3.325E-03 ( 1.499E-13, 1.163E-13) ( 1.036E-13, 7.979E-14)  1.00E-07
  8.100E+01 5.16601E-26 -3.373E-03 ( 1.475E-13, 1.145E-13) ( 1.026E-13, 7.914E-14)  1.00E-07
  8.150E+01 5.02604E-26 -3.422E-03 ( 1.450E-13, 1.128E-13) ( 1.017E-13, 7.850E-14)  1.00E-07
  8.200E+01 4.89043E-26 -3.471E-03 ( 1.427E-13, 1.110E-13) ( 1.008E-13, 7.786E-14)  1.00E-07
  8.250E+01 4.75900E-26 -3.522E-03 ( 1.403E-13, 1.093E-13) ( 9.990E-14, 7.722E-14)  1.00E-07
  8.300E+01 4.63160E-26 -3.572E-03 ( 1.381E-13, 1.076E-13) ( 9.901E-14, 7.660E-14)  1.00E-07
  8.350E+01 4.50810E-26 -3.624E-03 ( 1.358E-13, 1.060E-13) ( 9.812E-14, 7.597E-14)  1.00E-07
  8.400E+01 4.38835E-26 -3.676E-03 ( 1.336E-13, 1.044E-13) ( 9.724E-14, 7.536E-14)  1.00E-07
  8.450E+01 4.27222E-26 -3.728E-03 ( 1.315E-13, 1.028E-13) ( 9.637E-14, 7.475E-14)  1.00E-07
  8.500E+01 4.15958E-26 -3.780E-03 ( 1.293E-13, 1.012E-13) ( 9.551E-14, 7.414E-14)  1.00E-07
  8.550E+01 4.05032E-26 -3.833E-03 ( 1.273E-13, 9.969E-14) ( 9.466E-14, 7.354E-14)  1.00E-07
  8.600E+01 3.94431E-26 -3.886E-03 ( 1.252E-13, 9.818E-14) ( 9.382E-14, 7.294E-14)  1.00E-07
  8.650E+01 3.84142E-26 -3.940E-03 ( 1.232E-13, 9.670E-14) ( 9.298E-14, 7.235E-14)  1.00E-07
  8.700E+01 3.74157E-26 -3.995E-03 ( 1.213E-13, 9.524E-14) ( 9.215E-14, 7.176E-14)  1.00E-07
  8.750E+01 3.64464E-26 -4.050E-03 ( 1.193E-13, 9.380E-14) ( 9.133E-14, 7.118E-14)  1.00E-07
  8.800E+01 3.55054E-26 -4.106E-03 ( 1.174E-13, 9.240E-14) ( 9.052E-14, 7.060E-14)  1.00E-07
  8.850E+01 3.45917E-26 -4.162E-03 ( 1.156E-13, 9.101E-14) ( 8.972E-14, 7.003E-14)  1.00E-07
  8.900E+01 3.37044E-26 -4.218E-03 ( 1.137E-13, 8.965E-14) ( 8.892E-14, 6.946E-14)  1.00E-07
  8.950E+01 3.28425E-26 -4.275E-03 ( 1.119E-13, 8.831E-14) ( 8.813E-14, 6.889E-14)  1.00E-07
  9.000E+01 3.20053E-26 -4.333E-03 ( 1.102E-13, 8.699E-14) ( 8.735E-14, 6.833E-14)  1.00E-07
  9.050E+01 3.11918E-26 -4.391E-03 ( 1.084E-13, 8.569E-14) ( 8.657E-14, 6.778E-14)  1.00E-07
  9.100E+01 3.04013E-26 -4.451E-03 ( 1.067E-13, 8.442E-14) ( 8.580E-14, 6.722E-14)  1.00E-07
  9.150E+01 2.96331E-26 -4.510E-03 ( 1.051E-13, 8.316E-14) ( 8.504E-14, 6.667E-14)  1.00E-07
  9.200E+01 2.88864E-26 -4.570E-03 ( 1.034E-13, 8.193E-14) ( 8.429E-14, 6.613E-14)  1.00E-07
  9.250E+01 2.81606E-26 -4.630E-03 ( 1.018E-13, 8.071E-14) ( 8.354E-14, 6.559E-14)  1.00E-07
  9.300E+01 2.74549E-26 -4.691E-03 ( 1.002E-13, 7.952E-14) ( 8.280E-14, 6.505E-14)  1.00E-07
  9.350E+01 2.67687E-26 -4.752E-03 ( 9.866E-14, 7.834E-14) ( 8.206E-14, 6.452E-14)  1.00E-07
  9.400E+01 2.61013E-26 -4.815E-03 ( 9.713E-14, 7.719E-14) ( 8.133E-14, 6.399E-14)  1.00E-07
  9.450E+01 2.54522E-26 -4.878E-03 ( 9.562E-14, 7.605E-14) ( 8.061E-14, 6.347E-14)  1.00E-07
  9.500E+01 2.48208E-26 -4.942E-03 ( 9.413E-14, 7.493E-14) ( 7.989E-14, 6.294E-14)  1.00E-07
  9.550E+01 2.42065E-26 -5.006E-03 ( 9.268E-14, 7.383E-14) ( 7.918E-14, 6.243E-14)  1.00E-07
  9.600E+01 2.36088E-26 -5.070E-03 ( 9.124E-14, 7.274E-14) ( 7.848E-14, 6.191E-14)  1.00E-07
  9.650E+01 2.30272E-26 -5.135E-03 ( 8.983E-14, 7.168E-14) ( 7.778E-14, 6.140E-14)  1.00E-07
  9.700E+01 2.24612E-26 -5.201E-03 ( 8.845E-14, 7.063E-14) ( 7.709E-14, 6.089E-14)  1.00E-07
  9.750E+01 2.19102E-26 -5.267E-03 ( 8.709E-14, 6.959E-14) ( 7.640E-14, 6.039E-14)  1.00E-07
  9.800E+01 2.13738E-26 -5.335E-03 ( 8.575E-14, 6.857E-14) ( 7.572E-14, 5.989E-14)  1.00E-07
  9.850E+01 2.08516E-26 -5.403E-03 ( 8.443E-14, 6.757E-14) ( 7.504E-14, 5.939E-14)  1.00E-07
  9.900E+01 2.03431E-26 -5.472E-03 ( 8.313E-14, 6.658E-14) ( 7.437E-14, 5.889E-14)  1.00E-07
  9.950E+01 1.98480E-26 -5.541E-03 ( 8.186E-14, 6.561E-14) ( 7.370E-14, 5.840E-14)  1.00E-07
  1.000E+02 1.93658E-26 -5.610E-03 ( 8.060E-14, 6.465E-14) ( 7.304E-14, 5.791E-14)  1.00E-07
  1.005E+02 1.88961E-26 -5.680E-03 ( 7.937E-14, 6.371E-14) ( 7.238E-14, 5.743E-14)  1.00E-07
  1.010E+02 1.84385E-26 -5.752E-03 ( 7.816E-14, 6.278E-14) ( 7.173E-14, 5.694E-14)  1.00E-07
  1.015E+02 1.79927E-26 -5.824E-03 ( 7.696E-14, 6.187E-14) ( 7.109E-14, 5.646E-14)  1.00E-07
  1.020E+02 1.75583E-26 -5.897E-03 ( 7.579E-14, 6.097E-14) ( 7.044E-14, 5.599E-14)  1.00E-07
  1.025E+02 1.71351E-26 -5.971E-03 ( 7.463E-14, 6.009E-14) ( 6.981E-14, 5.551E-14)  1.00E-07
  1.030E+02 1.67226E-26 -6.045E-03 ( 7.350E-14, 5.921E-14) ( 6.917E-14, 5.504E-14)  1.00E-07
  1.035E+02 1.63206E-26 -6.119E-03 ( 7.238E-14, 5.835E-14) ( 6.855E-14, 5.458E-14)  1.00E-07
  1.040E+02 1.59288E-26 -6.195E-03 ( 7.128E-14, 5.751E-14) ( 6.792E-14, 5.411E-14)  1.00E-07
  1.045E+02 1.55467E-26 -6.271E-03 ( 7.019E-14, 5.667E-14) ( 6.731E-14, 5.365E-14)  1.00E-07
  1.050E+02 1.51743E-26 -6.349E-03 ( 6.913E-14, 5.585E-14) ( 6.669E-14, 5.319E-14)  1.00E-07
  1.055E+02 1.48111E-26 -6.427E-03 ( 6.808E-14, 5.504E-14) ( 6.608E-14, 5.273E-14)  1.00E-07
  1.060E+02 1.44570E-26 -6.506E-03 ( 6.704E-14, 5.425E-14) ( 6.547E-14, 5.227E-14)  1.00E-07
  1.065E+02 1.41117E-26 -6.586E-03 ( 6.603E-14, 5.346E-14) ( 6.487E-14, 5.182E-14)  1.00E-07
  1.070E+02 1.37748E-26 -6.666E-03 ( 6.503E-14, 5.269E-14) ( 6.428E-14, 5.137E-14)  1.00E-07
  1.075E+02 1.34463E-26 -6.747E-03 ( 6.404E-14, 5.192E-14) ( 6.368E-14, 5.092E-14)  1.00E-07
  1.080E+02 1.31258E-26 -6.829E-03 ( 6.307E-14, 5.117E-14) ( 6.309E-14, 5.048E-14)  1.00E-07
  1.085E+02 1.28132E-26 -6.913E-03 ( 6.212E-14, 5.043E-14) ( 6.251E-14, 5.004E-14)  1.00E-07
  1.090E+02 1.25081E-26 -6.997E-03 ( 6.118E-14, 4.971E-14) ( 6.193E-14, 4.960E-14)  1.00E-07
  1.095E+02 1.22104E-26 -7.082E-03 ( 6.025E-14, 4.899E-14) ( 6.135E-14, 4.916E-14)  1.00E-07
  1.100E+02 1.19200E-26 -7.168E-03 ( 5.934E-14, 4.828E-14) ( 6.077E-14, 4.872E-14)  1.00E-07
  1.105E+02 1.16365E-26 -7.255E-03 ( 5.845E-14, 4.758E-14) ( 6.020E-14, 4.829E-14)  1.00E-07
  1.110E+02 1.13598E-26 -7.342E-03 ( 5.757E-14, 4.690E-14) ( 5.964E-14, 4.786E-14)  1.00E-07
  1.115E+02 1.10898E-26 -7.431E-03 ( 5.670E-14, 4.622E-14) ( 5.907E-14, 4.743E-14)  1.00E-07
  1.120E+02 1.08262E-26 -7.521E-03 ( 5.584E-14, 4.555E-14) ( 5.851E-14, 4.700E-14)  1.00E-07
  1.125E+02 1.05688E-26 -7.612E-03 ( 5.500E-14, 4.490E-14) ( 5.796E-14, 4.658E-14)  1.00E-07
  1.130E+02 1.03175E-26 -7.704E-03 ( 5.417E-14, 4.425E-14) ( 5.740E-14, 4.615E-14)  1.00E-07
  1.135E+02 1.00722E-26 -7.796E-03 ( 5.335E-14, 4.361E-14) ( 5.685E-14, 4.573E-14)  1.00E-07
  1.140E+02 9.83268E-27 -7.890E-03 ( 5.255E-14, 4.298E-14) ( 5.631E-14, 4.532E-14)  1.00E-07
  1.145E+02 9.59876E-27 -7.984E-03 ( 5.176E-14, 4.236E-14) ( 5.576E-14, 4.490E-14)  1.00E-07
  1.150E+02 9.37032E-27 -8.080E-03 ( 5.098E-14, 4.175E-14) ( 5.522E-14, 4.448E-14)  1.00E-07
  1.155E+02 9.14720E-27 -8.177E-03 ( 5.021E-14, 4.115E-14) ( 5.469E-14, 4.407E-14)  1.00E-07
  1.160E+02 8.92926E-27 -8.276E-03 ( 4.945E-14, 4.055E-14) ( 5.415E-14, 4.366E-14)  1.00E-07
  1.165E+02 8.71638E-27 -8.375E-03 ( 4.871E-14, 3.997E-14) ( 5.362E-14, 4.325E-14)  1.00E-07
  1.170E+02 8.50843E-27 -8.476E-03 ( 4.798E-14, 3.939E-14) ( 5.309E-14, 4.284E-14)  1.00E-07
  1.175E+02 8.30528E-27 -8.577E-03 ( 4.725E-14, 3.883E-14) ( 5.257E-14, 4.244E-14)  1.00E-07
  1.180E+02 8.10681E-27 -8.680E-03 ( 4.654E-14, 3.827E-14) ( 5.205E-14, 4.204E-14)  1.00E-07
  1.185E+02 7.91289E-27 -8.784E-03 ( 4.584E-14, 3.772E-14) ( 5.153E-14, 4.163E-14)  1.00E-07
  1.190E+02 7.72340E-27 -8.889E-03 ( 4.515E-14, 3.717E-14) ( 5.101E-14, 4.124E-14)  1.00E-07
  1.195E+02 7.53824E-27 -8.996E-03 ( 4.448E-14, 3.664E-14) ( 5.050E-14, 4.084E-14)  1.00E-07
  1.200E+02 7.35728E-27 -9.104E-03 ( 4.381E-14, 3.611E-14) ( 4.999E-14, 4.044E-14)  1.00E-07
  1.205E+02 7.18045E-27 -9.214E-03 ( 4.315E-14, 3.559E-14) ( 4.948E-14, 4.005E-14)  1.00E-07
  1.210E+02 7.00762E-27 -9.324E-03 ( 4.250E-14, 3.508E-14) ( 4.898E-14, 3.965E-14)  1.00E-07
  1.215E+02 6.83870E-27 -9.436E-03 ( 4.186E-14, 3.457E-14) ( 4.847E-14, 3.926E-14)  1.00E-07
  1.220E+02 6.67360E-27 -9.548E-03 ( 4.123E-14, 3.407E-14) ( 4.797E-14, 3.887E-14)  1.00E-07
  1.225E+02 6.51220E-27 -9.663E-03 ( 4.061E-14, 3.358E-14) ( 4.748E-14, 3.848E-14)  1.00E-07
  1.230E+02 6.35443E-27 -9.780E-03 ( 4.000E-14, 3.310E-14) ( 4.698E-14, 3.810E-14)  1.00E-07
  1.235E+02 6.20019E-27 -9.898E-03 ( 3.940E-14, 3.262E-14) ( 4.649E-14, 3.771E-14)  1.00E-07
  1.240E+02 6.04940E-27 -1.002E-02 ( 3.881E-14, 3.215E-14) ( 4.600E-14, 3.733E-14)  1.00E-07
  1.245E+02 5.90198E-27 -1.014E-02 ( 3.823E-14, 3.169E-14) ( 4.551E-14, 3.695E-14)  1.00E-07
  1.250E+02 5.75786E-27 -1.026E-02 ( 3.765E-14, 3.123E-14) ( 4.503E-14, 3.657E-14)  1.00E-07
  1.255E+02 5.61693E-27 -1.038E-02 ( 3.709E-14, 3.079E-14) ( 4.454E-14, 3.619E-14)  1.00E-07
  1.260E+02 5.47914E-27 -1.051E-02 ( 3.653E-14, 3.034E-14) ( 4.406E-14, 3.581E-14)  1.00E-07
  1.265E+02 5.34439E-27 -1.064E-02 ( 3.598E-14, 2.991E-14) ( 4.358E-14, 3.543E-14)  1.00E-07
  1.270E+02 5.21263E-27 -1.077E-02 ( 3.545E-14, 2.948E-14) ( 4.311E-14, 3.506E-14)  1.00E-07
  1.275E+02 5.08378E-27 -1.090E-02 ( 3.491E-14, 2.905E-14) ( 4.263E-14, 3.468E-14)  1.00E-07
  1.280E+02 4.95777E-27 -1.103E-02 ( 3.439E-14, 2.864E-14) ( 4.216E-14, 3.431E-14)  1.00E-07
  1.285E+02 4.83455E-27 -1.116E-02 ( 3.388E-14, 2.823E-14) ( 4.169E-14, 3.394E-14)  1.00E-07
  1.290E+02 4.71404E-27 -1.130E-02 ( 3.337E-14, 2.782E-14) ( 4.122E-14, 3.357E-14)  1.00E-07
  1.295E+02 4.59617E-27 -1.143E-02 ( 3.287E-14, 2.742E-14) ( 4.076E-14, 3.320E-14)  1.00E-07
  1.300E+02 4.48089E-27 -1.157E-02 ( 3.238E-14, 2.703E-14) ( 4.030E-14, 3.284E-14)  1.00E-07
  1.305E+02 4.36814E-27 -1.172E-02 ( 3.189E-14, 2.664E-14) ( 3.983E-14, 3.247E-14)  1.00E-07
  1.310E+02 4.25786E-27 -1.186E-02 ( 3.142E-14, 2.626E-14) ( 3.937E-14, 3.211E-14)  1.00E-07
  1.315E+02 4.15000E-27 -1.201E-02 ( 3.095E-14, 2.588E-14) ( 3.892E-14, 3.174E-14)  1.00E-07
  1.320E+02 4.04451E-27 -1.215E-02 ( 3.049E-14, 2.551E-14) ( 3.846E-14, 3.138E-14)  1.00E-07
  1.325E+02 3.94132E-27 -1.230E-02 ( 3.003E-14, 2.515E-14) ( 3.801E-14, 3.102E-14)  1.00E-07
