 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   9,   projectile: electron
 #  Kinetic energy = 3.70000E+06 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  7.900E+00  4.74527E-03  2.82068E-11  1.71197E-11  1.71199E-12  1.03886E-12
  8.000E+00  4.86597E-03  2.74788E-11  1.67404E-11  1.68898E-12  1.02873E-12
  8.100E+00  4.98817E-03  2.67781E-11  1.63738E-11  1.66655E-12  1.01882E-12
  8.200E+00  5.11188E-03  2.61035E-11  1.60195E-11  1.64468E-12  1.00911E-12
  8.300E+00  5.23711E-03  2.54536E-11  1.56767E-11  1.62336E-12  9.99601E-13
  8.400E+00  5.36383E-03  2.48272E-11  1.53452E-11  1.60255E-12  9.90282E-13
  8.500E+00  5.49207E-03  2.42234E-11  1.50243E-11  1.58225E-12  9.81149E-13
  8.600E+00  5.62181E-03  2.36409E-11  1.47135E-11  1.56244E-12  9.72197E-13
  8.700E+00  5.75306E-03  2.30789E-11  1.44126E-11  1.54309E-12  9.63419E-13
  8.800E+00  5.88581E-03  2.25363E-11  1.41210E-11  1.52420E-12  9.54812E-13
  8.900E+00  6.02007E-03  2.20123E-11  1.38384E-11  1.50574E-12  9.46369E-13
  9.000E+00  6.15583E-03  2.15061E-11  1.35643E-11  1.48770E-12  9.38085E-13
  9.100E+00  6.29310E-03  2.10168E-11  1.32985E-11  1.47007E-12  9.29957E-13
  9.200E+00  6.43187E-03  2.05438E-11  1.30407E-11  1.45283E-12  9.21979E-13
  9.300E+00  6.57214E-03  2.00862E-11  1.27904E-11  1.43598E-12  9.14148E-13
  9.400E+00  6.71392E-03  1.96436E-11  1.25474E-11  1.41949E-12  9.06459E-13
  9.500E+00  6.85720E-03  1.92151E-11  1.23114E-11  1.40336E-12  8.98908E-13
  9.600E+00  7.00198E-03  1.88003E-11  1.20822E-11  1.38758E-12  8.91492E-13
  9.700E+00  7.14827E-03  1.83985E-11  1.18595E-11  1.37213E-12  8.84206E-13
  9.800E+00  7.29605E-03  1.80092E-11  1.16430E-11  1.35701E-12  8.77047E-13
  9.900E+00  7.44534E-03  1.76320E-11  1.14325E-11  1.34220E-12  8.70012E-13
  1.000E+01  7.59612E-03  1.72662E-11  1.12277E-11  1.32769E-12  8.63098E-13
  1.025E+01  7.97965E-03  1.63993E-11  1.07399E-11  1.29270E-12  8.46318E-13
  1.050E+01  8.37255E-03  1.55949E-11  1.02837E-11  1.25943E-12  8.30225E-13
  1.075E+01  8.77480E-03  1.48473E-11  9.85664E-12  1.22775E-12  8.14775E-13
  1.100E+01  9.18641E-03  1.41512E-11  9.45612E-12  1.19754E-12  7.99930E-13
  1.125E+01  9.60736E-03  1.35021E-11  9.07999E-12  1.16872E-12  7.85654E-13
  1.150E+01  1.00376E-02  1.28958E-11  8.72628E-12  1.14119E-12  7.71912E-13
  1.175E+01  1.04773E-02  1.23287E-11  8.39323E-12  1.11487E-12  7.58676E-13
  1.200E+01  1.09262E-02  1.17975E-11  8.07923E-12  1.08967E-12  7.45915E-13
  1.225E+01  1.13844E-02  1.12993E-11  7.78283E-12  1.06553E-12  7.33605E-13
  1.250E+01  1.18520E-02  1.08314E-11  7.50274E-12  1.04239E-12  7.21721E-13
  1.275E+01  1.23288E-02  1.03914E-11  7.23775E-12  1.02018E-12  7.10240E-13
  1.300E+01  1.28150E-02  9.97708E-12  6.98679E-12  9.98852E-13  6.99141E-13
  1.325E+01  1.33104E-02  9.58660E-12  6.74887E-12  9.78352E-13  6.88405E-13
  1.350E+01  1.38150E-02  9.21813E-12  6.52310E-12  9.58634E-13  6.78014E-13
  1.375E+01  1.43290E-02  8.87007E-12  6.30864E-12  9.39654E-13  6.67951E-13
  1.400E+01  1.48521E-02  8.54095E-12  6.10474E-12  9.21372E-13  6.58199E-13
  1.425E+01  1.53845E-02  8.22942E-12  5.91072E-12  9.03752E-13  6.48745E-13
  1.450E+01  1.59262E-02  7.93427E-12  5.72593E-12  8.86757E-13  6.39573E-13
  1.475E+01  1.64770E-02  7.65437E-12  5.54980E-12  8.70355E-13  6.30672E-13
  1.500E+01  1.70371E-02  7.38870E-12  5.38178E-12  8.54517E-13  6.22029E-13
  1.525E+01  1.76063E-02  7.13631E-12  5.22138E-12  8.39214E-13  6.13632E-13
  1.550E+01  1.81848E-02  6.89635E-12  5.06813E-12  8.24420E-13  6.05471E-13
  1.575E+01  1.87724E-02  6.66801E-12  4.92161E-12  8.10109E-13  5.97535E-13
  1.600E+01  1.93692E-02  6.45056E-12  4.78143E-12  7.96259E-13  5.89815E-13
  1.625E+01  1.99751E-02  6.24333E-12  4.64722E-12  7.82848E-13  5.82302E-13
  1.650E+01  2.05901E-02  6.04569E-12  4.51865E-12  7.69856E-13  5.74987E-13
  1.675E+01  2.12143E-02  5.85706E-12  4.39539E-12  7.57263E-13  5.67862E-13
  1.700E+01  2.18476E-02  5.67691E-12  4.27716E-12  7.45052E-13  5.60920E-13
  1.725E+01  2.24900E-02  5.50473E-12  4.16369E-12  7.33206E-13  5.54153E-13
  1.750E+01  2.31415E-02  5.34008E-12  4.05471E-12  7.21708E-13  5.47555E-13
  1.775E+01  2.38021E-02  5.18251E-12  3.94999E-12  7.10544E-13  5.41118E-13
  1.800E+01  2.44717E-02  5.03164E-12  3.84930E-12  6.99699E-13  5.34838E-13
  1.825E+01  2.51504E-02  4.88708E-12  3.75245E-12  6.89161E-13  5.28707E-13
  1.850E+01  2.58382E-02  4.74851E-12  3.65924E-12  6.78916E-13  5.22721E-13
  1.875E+01  2.65349E-02  4.61559E-12  3.56947E-12  6.68952E-13  5.16875E-13
  1.900E+01  2.72407E-02  4.48802E-12  3.48299E-12  6.59258E-13  5.11162E-13
  1.925E+01  2.79555E-02  4.36552E-12  3.39964E-12  6.49824E-13  5.05579E-13
  1.950E+01  2.86793E-02  4.24783E-12  3.31925E-12  6.40639E-13  5.00121E-13
  1.975E+01  2.94120E-02  4.13470E-12  3.24170E-12  6.31693E-13  4.94783E-13
